location,region,date,location_iso,region_iso,total_vaccinations,people_vaccinated,people_fully_vaccinated
Uruguay,Tacuarembo,2021-03-01,UY,UY-TA,518.0,518.0,0.0
Uruguay,Treinta y Tres,2021-03-01,UY,UY-TT,192.0,192.0,0.0
Uruguay,Artigas,2021-03-02,UY,UY-AR,876.0,876.0,0.0
Uruguay,Canelones,2021-03-02,UY,UY-CA,3051.0,3051.0,0.0
Uruguay,Cerro Largo,2021-03-02,UY,UY-CL,1047.0,1047.0,0.0
Uruguay,Colonia,2021-03-02,UY,UY-CO,1111.0,1111.0,0.0
Uruguay,Durazno,2021-03-02,UY,UY-DU,1075.0,1075.0,0.0
Uruguay,Flores,2021-03-02,UY,UY-FS,488.0,488.0,0.0
Uruguay,Florida,2021-03-02,UY,UY-FD,953.0,953.0,0.0
Uruguay,Lavalleja,2021-03-02,UY,UY-LA,689.0,689.0,0.0
Uruguay,Maldonado,2021-03-02,UY,UY-MA,1526.0,1526.0,0.0
Uruguay,Montevideo,2021-03-02,UY,UY-MO,14026.0,14026.0,0.0
Uruguay,Paysandu,2021-03-02,UY,UY-PA,976.0,976.0,0.0
Uruguay,Rio Negro,2021-03-02,UY,UY-RN,737.0,737.0,0.0
Uruguay,Rivera,2021-03-02,UY,UY-RV,1350.0,1350.0,0.0
Uruguay,Rocha,2021-03-02,UY,UY-RO,795.0,795.0,0.0
Uruguay,Salto,2021-03-02,UY,UY-SA,1268.0,1268.0,0.0
Uruguay,San Jose,2021-03-02,UY,UY-SJ,951.0,951.0,0.0
Uruguay,Soriano,2021-03-02,UY,UY-SO,888.0,888.0,0.0
Uruguay,Tacuarembo,2021-03-02,UY,UY-TA,910.0,910.0,0.0
Uruguay,Treinta y Tres,2021-03-02,UY,UY-TT,369.0,369.0,0.0
Uruguay,Artigas,2021-03-03,UY,UY-AR,1369.0,1369.0,0.0
Uruguay,Canelones,2021-03-03,UY,UY-CA,5182.0,5182.0,0.0
Uruguay,Cerro Largo,2021-03-03,UY,UY-CL,1616.0,1616.0,0.0
Uruguay,Colonia,2021-03-03,UY,UY-CO,1758.0,1758.0,0.0
Uruguay,Durazno,2021-03-03,UY,UY-DU,1582.0,1582.0,0.0
Uruguay,Flores,2021-03-03,UY,UY-FS,725.0,725.0,0.0
Uruguay,Florida,2021-03-03,UY,UY-FD,1544.0,1544.0,0.0
Uruguay,Lavalleja,2021-03-03,UY,UY-LA,1048.0,1048.0,0.0
Uruguay,Maldonado,2021-03-03,UY,UY-MA,2443.0,2443.0,0.0
Uruguay,Montevideo,2021-03-03,UY,UY-MO,23843.0,23843.0,0.0
Uruguay,Paysandu,2021-03-03,UY,UY-PA,1532.0,1532.0,0.0
Uruguay,Rio Negro,2021-03-03,UY,UY-RN,1060.0,1060.0,0.0
Uruguay,Rivera,2021-03-03,UY,UY-RV,2066.0,2066.0,0.0
Uruguay,Rocha,2021-03-03,UY,UY-RO,1252.0,1252.0,0.0
Uruguay,Salto,2021-03-03,UY,UY-SA,1937.0,1937.0,0.0
Uruguay,San Jose,2021-03-03,UY,UY-SJ,1508.0,1508.0,0.0
Uruguay,Soriano,2021-03-03,UY,UY-SO,1383.0,1383.0,0.0
Uruguay,Tacuarembo,2021-03-03,UY,UY-TA,1667.0,1667.0,0.0
Uruguay,Treinta y Tres,2021-03-03,UY,UY-TT,815.0,815.0,0.0
Uruguay,Artigas,2021-03-04,UY,UY-AR,1628.0,1628.0,0.0
Uruguay,Canelones,2021-03-04,UY,UY-CA,6701.0,6701.0,0.0
Uruguay,Cerro Largo,2021-03-04,UY,UY-CL,1800.0,1800.0,0.0
Uruguay,Colonia,2021-03-04,UY,UY-CO,1961.0,1961.0,0.0
Uruguay,Durazno,2021-03-04,UY,UY-DU,1725.0,1725.0,0.0
Uruguay,Flores,2021-03-04,UY,UY-FS,823.0,823.0,0.0
Uruguay,Florida,2021-03-04,UY,UY-FD,1744.0,1744.0,0.0
Uruguay,Lavalleja,2021-03-04,UY,UY-LA,1303.0,1303.0,0.0
Uruguay,Maldonado,2021-03-04,UY,UY-MA,2762.0,2762.0,0.0
Uruguay,Montevideo,2021-03-04,UY,UY-MO,27574.0,27574.0,0.0
Uruguay,Paysandu,2021-03-04,UY,UY-PA,1764.0,1764.0,0.0
Uruguay,Rio Negro,2021-03-04,UY,UY-RN,1183.0,1183.0,0.0
Uruguay,Rivera,2021-03-04,UY,UY-RV,2393.0,2393.0,0.0
Uruguay,Rocha,2021-03-04,UY,UY-RO,1416.0,1416.0,0.0
Uruguay,Salto,2021-03-04,UY,UY-SA,2372.0,2372.0,0.0
Uruguay,San Jose,2021-03-04,UY,UY-SJ,1783.0,1783.0,0.0
Uruguay,Soriano,2021-03-04,UY,UY-SO,1548.0,1548.0,0.0
Uruguay,Tacuarembo,2021-03-04,UY,UY-TA,1855.0,1855.0,0.0
Uruguay,Treinta y Tres,2021-03-04,UY,UY-TT,950.0,950.0,0.0
Uruguay,Artigas,2021-03-05,UY,UY-AR,1884.0,1884.0,0.0
Uruguay,Canelones,2021-03-05,UY,UY-CA,8080.0,8080.0,0.0
Uruguay,Cerro Largo,2021-03-05,UY,UY-CL,2004.0,2004.0,0.0
Uruguay,Colonia,2021-03-05,UY,UY-CO,2248.0,2248.0,0.0
Uruguay,Durazno,2021-03-05,UY,UY-DU,1900.0,1900.0,0.0
Uruguay,Flores,2021-03-05,UY,UY-FS,888.0,888.0,0.0
Uruguay,Florida,2021-03-05,UY,UY-FD,2025.0,2025.0,0.0
Uruguay,Lavalleja,2021-03-05,UY,UY-LA,1503.0,1503.0,0.0
Uruguay,Maldonado,2021-03-05,UY,UY-MA,3136.0,3136.0,0.0
Uruguay,Montevideo,2021-03-05,UY,UY-MO,31527.0,31527.0,0.0
Uruguay,Paysandu,2021-03-05,UY,UY-PA,2054.0,2054.0,0.0
Uruguay,Rio Negro,2021-03-05,UY,UY-RN,1302.0,1302.0,0.0
Uruguay,Rivera,2021-03-05,UY,UY-RV,2704.0,2704.0,0.0
Uruguay,Rocha,2021-03-05,UY,UY-RO,1420.0,1420.0,0.0
Uruguay,Salto,2021-03-05,UY,UY-SA,2805.0,2805.0,0.0
Uruguay,San Jose,2021-03-05,UY,UY-SJ,2005.0,2005.0,0.0
Uruguay,Soriano,2021-03-05,UY,UY-SO,1722.0,1722.0,0.0
Uruguay,Tacuarembo,2021-03-05,UY,UY-TA,2167.0,2167.0,0.0
Uruguay,Treinta y Tres,2021-03-05,UY,UY-TT,1107.0,1107.0,0.0
Uruguay,Artigas,2021-03-06,UY,UY-AR,1884.0,1884.0,0.0
Uruguay,Canelones,2021-03-06,UY,UY-CA,8080.0,8080.0,0.0
Uruguay,Cerro Largo,2021-03-06,UY,UY-CL,2004.0,2004.0,0.0
Uruguay,Colonia,2021-03-06,UY,UY-CO,2248.0,2248.0,0.0
Uruguay,Durazno,2021-03-06,UY,UY-DU,1900.0,1900.0,0.0
Uruguay,Flores,2021-03-06,UY,UY-FS,888.0,888.0,0.0
Uruguay,Florida,2021-03-06,UY,UY-FD,2025.0,2025.0,0.0
Uruguay,Lavalleja,2021-03-06,UY,UY-LA,1503.0,1503.0,0.0
Uruguay,Maldonado,2021-03-06,UY,UY-MA,3136.0,3136.0,0.0
Uruguay,Montevideo,2021-03-06,UY,UY-MO,31527.0,31527.0,0.0
Uruguay,Paysandu,2021-03-06,UY,UY-PA,2054.0,2054.0,0.0
Uruguay,Rio Negro,2021-03-06,UY,UY-RN,1302.0,1302.0,0.0
Uruguay,Rivera,2021-03-06,UY,UY-RV,2704.0,2704.0,0.0
Uruguay,Rocha,2021-03-06,UY,UY-RO,1420.0,1420.0,0.0
Uruguay,Salto,2021-03-06,UY,UY-SA,2805.0,2805.0,0.0
Uruguay,San Jose,2021-03-06,UY,UY-SJ,2005.0,2005.0,0.0
Uruguay,Soriano,2021-03-06,UY,UY-SO,1722.0,1722.0,0.0
Uruguay,Tacuarembo,2021-03-06,UY,UY-TA,2167.0,2167.0,0.0
Uruguay,Treinta y Tres,2021-03-06,UY,UY-TT,1107.0,1107.0,0.0
Uruguay,Artigas,2021-03-07,UY,UY-AR,1884.0,1884.0,0.0
Uruguay,Canelones,2021-03-07,UY,UY-CA,8080.0,8080.0,0.0
Uruguay,Cerro Largo,2021-03-07,UY,UY-CL,2004.0,2004.0,0.0
Uruguay,Colonia,2021-03-07,UY,UY-CO,2248.0,2248.0,0.0
Uruguay,Durazno,2021-03-07,UY,UY-DU,1900.0,1900.0,0.0
Uruguay,Flores,2021-03-07,UY,UY-FS,888.0,888.0,0.0
Uruguay,Florida,2021-03-07,UY,UY-FD,2025.0,2025.0,0.0
Uruguay,Lavalleja,2021-03-07,UY,UY-LA,1503.0,1503.0,0.0
Uruguay,Maldonado,2021-03-07,UY,UY-MA,3136.0,3136.0,0.0
Uruguay,Montevideo,2021-03-07,UY,UY-MO,31527.0,31527.0,0.0
Uruguay,Paysandu,2021-03-07,UY,UY-PA,2054.0,2054.0,0.0
Uruguay,Rio Negro,2021-03-07,UY,UY-RN,1302.0,1302.0,0.0
Uruguay,Rivera,2021-03-07,UY,UY-RV,2704.0,2704.0,0.0
Uruguay,Rocha,2021-03-07,UY,UY-RO,1420.0,1420.0,0.0
Uruguay,Salto,2021-03-07,UY,UY-SA,2805.0,2805.0,0.0
Uruguay,San Jose,2021-03-07,UY,UY-SJ,2005.0,2005.0,0.0
Uruguay,Soriano,2021-03-07,UY,UY-SO,1722.0,1722.0,0.0
Uruguay,Tacuarembo,2021-03-07,UY,UY-TA,2167.0,2167.0,0.0
Uruguay,Treinta y Tres,2021-03-07,UY,UY-TT,1107.0,1107.0,0.0
Uruguay,Artigas,2021-03-08,UY,UY-AR,2419.0,2419.0,0.0
Uruguay,Canelones,2021-03-08,UY,UY-CA,10754.0,10754.0,0.0
Uruguay,Cerro Largo,2021-03-08,UY,UY-CL,2815.0,2815.0,0.0
Uruguay,Colonia,2021-03-08,UY,UY-CO,3380.0,3380.0,0.0
Uruguay,Durazno,2021-03-08,UY,UY-DU,2630.0,2630.0,0.0
Uruguay,Flores,2021-03-08,UY,UY-FS,1111.0,1111.0,0.0
Uruguay,Florida,2021-03-08,UY,UY-FD,2734.0,2734.0,0.0
Uruguay,Lavalleja,2021-03-08,UY,UY-LA,1847.0,1847.0,0.0
Uruguay,Maldonado,2021-03-08,UY,UY-MA,5506.0,5506.0,0.0
Uruguay,Montevideo,2021-03-08,UY,UY-MO,43711.0,43711.0,0.0
Uruguay,Paysandu,2021-03-08,UY,UY-PA,2714.0,2714.0,0.0
Uruguay,Rio Negro,2021-03-08,UY,UY-RN,1780.0,1780.0,0.0
Uruguay,Rivera,2021-03-08,UY,UY-RV,3864.0,3864.0,0.0
Uruguay,Rocha,2021-03-08,UY,UY-RO,2031.0,2031.0,0.0
Uruguay,Salto,2021-03-08,UY,UY-SA,3495.0,3495.0,0.0
Uruguay,San Jose,2021-03-08,UY,UY-SJ,2837.0,2837.0,0.0
Uruguay,Soriano,2021-03-08,UY,UY-SO,2508.0,2508.0,0.0
Uruguay,Tacuarembo,2021-03-08,UY,UY-TA,2880.0,2880.0,0.0
Uruguay,Treinta y Tres,2021-03-08,UY,UY-TT,1607.0,1607.0,0.0
Uruguay,Artigas,2021-03-09,UY,UY-AR,2854.0,2854.0,0.0
Uruguay,Canelones,2021-03-09,UY,UY-CA,13344.0,13344.0,0.0
Uruguay,Cerro Largo,2021-03-09,UY,UY-CL,3147.0,3147.0,0.0
Uruguay,Colonia,2021-03-09,UY,UY-CO,4078.0,4078.0,0.0
Uruguay,Durazno,2021-03-09,UY,UY-DU,2908.0,2908.0,0.0
Uruguay,Flores,2021-03-09,UY,UY-FS,1335.0,1335.0,0.0
Uruguay,Florida,2021-03-09,UY,UY-FD,3303.0,3303.0,0.0
Uruguay,Lavalleja,2021-03-09,UY,UY-LA,2184.0,2184.0,0.0
Uruguay,Maldonado,2021-03-09,UY,UY-MA,6873.0,6873.0,0.0
Uruguay,Montevideo,2021-03-09,UY,UY-MO,54969.0,54969.0,0.0
Uruguay,Paysandu,2021-03-09,UY,UY-PA,3249.0,3249.0,0.0
Uruguay,Rio Negro,2021-03-09,UY,UY-RN,1984.0,1984.0,0.0
Uruguay,Rivera,2021-03-09,UY,UY-RV,4372.0,4372.0,0.0
Uruguay,Rocha,2021-03-09,UY,UY-RO,2347.0,2347.0,0.0
Uruguay,Salto,2021-03-09,UY,UY-SA,4190.0,4190.0,0.0
Uruguay,San Jose,2021-03-09,UY,UY-SJ,3369.0,3369.0,0.0
Uruguay,Soriano,2021-03-09,UY,UY-SO,2824.0,2824.0,0.0
Uruguay,Tacuarembo,2021-03-09,UY,UY-TA,3283.0,3283.0,0.0
Uruguay,Treinta y Tres,2021-03-09,UY,UY-TT,1823.0,1823.0,0.0
Uruguay,Artigas,2021-03-10,UY,UY-AR,3325.0,3325.0,0.0
Uruguay,Canelones,2021-03-10,UY,UY-CA,16163.0,16163.0,0.0
Uruguay,Cerro Largo,2021-03-10,UY,UY-CL,3643.0,3643.0,0.0
Uruguay,Colonia,2021-03-10,UY,UY-CO,4897.0,4897.0,0.0
Uruguay,Durazno,2021-03-10,UY,UY-DU,3417.0,3417.0,0.0
Uruguay,Flores,2021-03-10,UY,UY-FS,1546.0,1546.0,0.0
Uruguay,Florida,2021-03-10,UY,UY-FD,3840.0,3840.0,0.0
Uruguay,Lavalleja,2021-03-10,UY,UY-LA,2545.0,2545.0,0.0
Uruguay,Maldonado,2021-03-10,UY,UY-MA,8395.0,8395.0,0.0
Uruguay,Montevideo,2021-03-10,UY,UY-MO,67236.0,67236.0,0.0
Uruguay,Paysandu,2021-03-10,UY,UY-PA,3847.0,3847.0,0.0
Uruguay,Rio Negro,2021-03-10,UY,UY-RN,2320.0,2320.0,0.0
Uruguay,Rivera,2021-03-10,UY,UY-RV,5112.0,5112.0,0.0
Uruguay,Rocha,2021-03-10,UY,UY-RO,2992.0,2992.0,0.0
Uruguay,Salto,2021-03-10,UY,UY-SA,4911.0,4911.0,0.0
Uruguay,San Jose,2021-03-10,UY,UY-SJ,4037.0,4037.0,0.0
Uruguay,Soriano,2021-03-10,UY,UY-SO,3327.0,3327.0,0.0
Uruguay,Tacuarembo,2021-03-10,UY,UY-TA,3879.0,3879.0,0.0
Uruguay,Treinta y Tres,2021-03-10,UY,UY-TT,2168.0,2168.0,0.0
Uruguay,Artigas,2021-03-11,UY,UY-AR,3653.0,3653.0,0.0
Uruguay,Canelones,2021-03-11,UY,UY-CA,17543.0,17543.0,0.0
Uruguay,Cerro Largo,2021-03-11,UY,UY-CL,4468.0,4468.0,0.0
Uruguay,Colonia,2021-03-11,UY,UY-CO,5506.0,5506.0,0.0
Uruguay,Durazno,2021-03-11,UY,UY-DU,4018.0,4018.0,0.0
Uruguay,Flores,2021-03-11,UY,UY-FS,1721.0,1721.0,0.0
Uruguay,Florida,2021-03-11,UY,UY-FD,4298.0,4298.0,0.0
Uruguay,Lavalleja,2021-03-11,UY,UY-LA,2992.0,2992.0,0.0
Uruguay,Maldonado,2021-03-11,UY,UY-MA,9831.0,9831.0,0.0
Uruguay,Montevideo,2021-03-11,UY,UY-MO,77598.0,77598.0,0.0
Uruguay,Paysandu,2021-03-11,UY,UY-PA,4352.0,4352.0,0.0
Uruguay,Rio Negro,2021-03-11,UY,UY-RN,2677.0,2677.0,0.0
Uruguay,Rivera,2021-03-11,UY,UY-RV,6432.0,6432.0,0.0
Uruguay,Rocha,2021-03-11,UY,UY-RO,3368.0,3368.0,0.0
Uruguay,Salto,2021-03-11,UY,UY-SA,5439.0,5439.0,0.0
Uruguay,San Jose,2021-03-11,UY,UY-SJ,4703.0,4703.0,0.0
Uruguay,Soriano,2021-03-11,UY,UY-SO,4129.0,4129.0,0.0
Uruguay,Tacuarembo,2021-03-11,UY,UY-TA,4582.0,4582.0,0.0
Uruguay,Treinta y Tres,2021-03-11,UY,UY-TT,2637.0,2637.0,0.0
Uruguay,Artigas,2021-03-12,UY,UY-AR,4014.0,4014.0,0.0
Uruguay,Canelones,2021-03-12,UY,UY-CA,19857.0,19857.0,0.0
Uruguay,Cerro Largo,2021-03-12,UY,UY-CL,4802.0,4802.0,0.0
Uruguay,Colonia,2021-03-12,UY,UY-CO,6243.0,6243.0,0.0
Uruguay,Durazno,2021-03-12,UY,UY-DU,4350.0,4350.0,0.0
Uruguay,Flores,2021-03-12,UY,UY-FS,1941.0,1941.0,0.0
Uruguay,Florida,2021-03-12,UY,UY-FD,4803.0,4803.0,0.0
Uruguay,Lavalleja,2021-03-12,UY,UY-LA,3456.0,3456.0,0.0
Uruguay,Maldonado,2021-03-12,UY,UY-MA,11093.0,11093.0,0.0
Uruguay,Montevideo,2021-03-12,UY,UY-MO,88910.0,88910.0,0.0
Uruguay,Paysandu,2021-03-12,UY,UY-PA,5054.0,5054.0,0.0
Uruguay,Rio Negro,2021-03-12,UY,UY-RN,3053.0,3053.0,0.0
Uruguay,Rivera,2021-03-12,UY,UY-RV,7215.0,7215.0,0.0
Uruguay,Rocha,2021-03-12,UY,UY-RO,3919.0,3919.0,0.0
Uruguay,Salto,2021-03-12,UY,UY-SA,5913.0,5913.0,0.0
Uruguay,San Jose,2021-03-12,UY,UY-SJ,5108.0,5108.0,0.0
Uruguay,Soriano,2021-03-12,UY,UY-SO,4714.0,4714.0,0.0
Uruguay,Tacuarembo,2021-03-12,UY,UY-TA,5299.0,5299.0,0.0
Uruguay,Treinta y Tres,2021-03-12,UY,UY-TT,2948.0,2948.0,0.0
Uruguay,Artigas,2021-03-13,UY,UY-AR,4251.0,4251.0,0.0
Uruguay,Canelones,2021-03-13,UY,UY-CA,20308.0,20308.0,0.0
Uruguay,Cerro Largo,2021-03-13,UY,UY-CL,4968.0,4968.0,0.0
Uruguay,Colonia,2021-03-13,UY,UY-CO,6860.0,6860.0,0.0
Uruguay,Durazno,2021-03-13,UY,UY-DU,4497.0,4497.0,0.0
Uruguay,Flores,2021-03-13,UY,UY-FS,1941.0,1941.0,0.0
Uruguay,Florida,2021-03-13,UY,UY-FD,4905.0,4905.0,0.0
Uruguay,Lavalleja,2021-03-13,UY,UY-LA,3456.0,3456.0,0.0
Uruguay,Maldonado,2021-03-13,UY,UY-MA,11559.0,11559.0,0.0
Uruguay,Montevideo,2021-03-13,UY,UY-MO,95763.0,95763.0,0.0
Uruguay,Paysandu,2021-03-13,UY,UY-PA,5054.0,5054.0,0.0
Uruguay,Rio Negro,2021-03-13,UY,UY-RN,3053.0,3053.0,0.0
Uruguay,Rivera,2021-03-13,UY,UY-RV,7252.0,7252.0,0.0
Uruguay,Rocha,2021-03-13,UY,UY-RO,4034.0,4034.0,0.0
Uruguay,Salto,2021-03-13,UY,UY-SA,6449.0,6449.0,0.0
Uruguay,San Jose,2021-03-13,UY,UY-SJ,5612.0,5612.0,0.0
Uruguay,Soriano,2021-03-13,UY,UY-SO,4894.0,4894.0,0.0
Uruguay,Tacuarembo,2021-03-13,UY,UY-TA,5302.0,5302.0,0.0
Uruguay,Treinta y Tres,2021-03-13,UY,UY-TT,2948.0,2948.0,0.0
Uruguay,Artigas,2021-03-14,UY,UY-AR,4251.0,4251.0,0.0
Uruguay,Canelones,2021-03-14,UY,UY-CA,20308.0,20308.0,0.0
Uruguay,Cerro Largo,2021-03-14,UY,UY-CL,4968.0,4968.0,0.0
Uruguay,Colonia,2021-03-14,UY,UY-CO,6860.0,6860.0,0.0
Uruguay,Durazno,2021-03-14,UY,UY-DU,4497.0,4497.0,0.0
Uruguay,Flores,2021-03-14,UY,UY-FS,1941.0,1941.0,0.0
Uruguay,Florida,2021-03-14,UY,UY-FD,4905.0,4905.0,0.0
Uruguay,Lavalleja,2021-03-14,UY,UY-LA,3456.0,3456.0,0.0
Uruguay,Maldonado,2021-03-14,UY,UY-MA,11559.0,11559.0,0.0
Uruguay,Montevideo,2021-03-14,UY,UY-MO,95763.0,95763.0,0.0
Uruguay,Paysandu,2021-03-14,UY,UY-PA,5054.0,5054.0,0.0
Uruguay,Rio Negro,2021-03-14,UY,UY-RN,3053.0,3053.0,0.0
Uruguay,Rivera,2021-03-14,UY,UY-RV,7252.0,7252.0,0.0
Uruguay,Rocha,2021-03-14,UY,UY-RO,4034.0,4034.0,0.0
Uruguay,Salto,2021-03-14,UY,UY-SA,6449.0,6449.0,0.0
Uruguay,San Jose,2021-03-14,UY,UY-SJ,5612.0,5612.0,0.0
Uruguay,Soriano,2021-03-14,UY,UY-SO,4894.0,4894.0,0.0
Uruguay,Tacuarembo,2021-03-14,UY,UY-TA,5302.0,5302.0,0.0
Uruguay,Treinta y Tres,2021-03-14,UY,UY-TT,2948.0,2948.0,0.0
Uruguay,Artigas,2021-03-15,UY,UY-AR,5776.0,5776.0,0.0
Uruguay,Canelones,2021-03-15,UY,UY-CA,21385.0,21385.0,0.0
Uruguay,Cerro Largo,2021-03-15,UY,UY-CL,5327.0,5327.0,0.0
Uruguay,Colonia,2021-03-15,UY,UY-CO,6860.0,6860.0,0.0
Uruguay,Durazno,2021-03-15,UY,UY-DU,4497.0,4497.0,0.0
Uruguay,Flores,2021-03-15,UY,UY-FS,1941.0,1941.0,0.0
Uruguay,Florida,2021-03-15,UY,UY-FD,4973.0,4973.0,0.0
Uruguay,Lavalleja,2021-03-15,UY,UY-LA,3456.0,3456.0,0.0
Uruguay,Maldonado,2021-03-15,UY,UY-MA,11559.0,11559.0,0.0
Uruguay,Montevideo,2021-03-15,UY,UY-MO,101168.0,101168.0,0.0
Uruguay,Paysandu,2021-03-15,UY,UY-PA,5387.0,5387.0,0.0
Uruguay,Rio Negro,2021-03-15,UY,UY-RN,3053.0,3053.0,0.0
Uruguay,Rivera,2021-03-15,UY,UY-RV,9725.0,9725.0,0.0
Uruguay,Rocha,2021-03-15,UY,UY-RO,4367.0,4367.0,0.0
Uruguay,Salto,2021-03-15,UY,UY-SA,6450.0,6450.0,0.0
Uruguay,San Jose,2021-03-15,UY,UY-SJ,5664.0,5664.0,0.0
Uruguay,Soriano,2021-03-15,UY,UY-SO,4894.0,4894.0,0.0
Uruguay,Tacuarembo,2021-03-15,UY,UY-TA,5302.0,5302.0,0.0
Uruguay,Treinta y Tres,2021-03-15,UY,UY-TT,2948.0,2948.0,0.0
Uruguay,Artigas,2021-03-16,UY,UY-AR,6632.0,6632.0,0.0
Uruguay,Canelones,2021-03-16,UY,UY-CA,21503.0,21503.0,0.0
Uruguay,Cerro Largo,2021-03-16,UY,UY-CL,5714.0,5714.0,0.0
Uruguay,Colonia,2021-03-16,UY,UY-CO,6860.0,6860.0,0.0
Uruguay,Durazno,2021-03-16,UY,UY-DU,4497.0,4497.0,0.0
Uruguay,Flores,2021-03-16,UY,UY-FS,1941.0,1941.0,0.0
Uruguay,Florida,2021-03-16,UY,UY-FD,4973.0,4973.0,0.0
Uruguay,Lavalleja,2021-03-16,UY,UY-LA,3456.0,3456.0,0.0
Uruguay,Maldonado,2021-03-16,UY,UY-MA,11559.0,11559.0,0.0
Uruguay,Montevideo,2021-03-16,UY,UY-MO,103209.0,103209.0,0.0
Uruguay,Paysandu,2021-03-16,UY,UY-PA,5388.0,5388.0,0.0
Uruguay,Rio Negro,2021-03-16,UY,UY-RN,3053.0,3053.0,0.0
Uruguay,Rivera,2021-03-16,UY,UY-RV,12111.0,12111.0,0.0
